SchoolName,Latitude,Longitude,City,CommunitySchool,EconomicNeedIndex,SchoolIncomeEstimate,PercentELL,PercentAsian,PercentBlack,PercentHispanic,PercentBlackHispanic,PercentWhite,StudentAttendanceRate,PercentofStudentsChronicallyAbsent,RigorousInstruction,CollaborativeTeachers,SupportiveEnvironment,EffectiveSchoolLeadership,StrongFamilyCommunityTies,Trust,AverageELAProficiency,Grade3ELAAllStudentsTested,Grade3ELA4sAllStudents,Grade3ELA4sAmericanIndianorAlaskaNative,Grade3ELA4sBlackorAfricanAmerican,Grade3ELA4sHispanicorLatino,Grade3ELA4sAsianorPacificIslander,Grade3ELA4sWhite,Grade3ELA4sMultiracial,Grade3ELA4sLimitedEnglishProficient,Grade3ELA4sEconomicallyDisadvantaged,Grade3MathAllStudentstested,Grade3Math4sAllStudents,Grade3Math4sAmericanIndianorAlaskaNative,Grade3Math4sBlackorAfricanAmerican,Grade3Math4sHispanicorLatino,Grade3Math4sAsianorPacificIslander,Grade3Math4sWhite,Grade3Math4sMultiracial,Grade3Math4sLimitedEnglishProficient,Grade3Math4sEconomicallyDisadvantaged,Grade4ELAAllStudentsTested,Grade4ELA4sAllStudents,Grade4ELA4sAmericanIndianorAlaskaNative,Grade4ELA4sBlackorAfricanAmerican,Grade4ELA4sHispanicorLatino,Grade4ELA4sAsianorPacificIslander,Grade4ELA4sWhite,Grade4ELA4sMultiracial,Grade4ELA4sLimitedEnglishProficient,Grade4ELA4sEconomicallyDisadvantaged,Grade4MathAllStudentsTested,Grade4Math4sAllStudents,Grade4Math4sAmericanIndianorAlaskaNative,Grade4Math4sBlackorAfricanAmerican,Grade4Math4sHispanicorLatino,Grade4Math4sAsianorPacificIslander,Grade4Math4sWhite,Grade4Math4sMultiracial,Grade4Math4sLimitedEnglishProficient,Grade4Math4sEconomicallyDisadvantaged,Grade5ELAAllStudentsTested,Grade5ELA4sAllStudents,Grade5ELA4sAmericanIndianorAlaskaNative,Grade5ELA4sBlackorAfricanAmerican,Grade5ELA4sHispanicorLatino,Grade5ELA4sAsianorPacificIslander,Grade5ELA4sWhite,Grade5ELA4sMultiracial,Grade5ELA4sLimitedEnglishProficient,Grade5ELA4sEconomicallyDisadvantaged,Grade5MathAllStudentsTested,Grade5Math4sAllStudents,Grade5Math4sAmericanIndianorAlaskaNative,Grade5Math4sBlackorAfricanAmerican,Grade5Math4sHispanicorLatino,Grade5Math4sAsianorPacificIslander,Grade5Math4sWhite,Grade5Math4sMultiracial,Grade5Math4sLimitedEnglishProficient,Grade5Math4sEconomicallyDisadvantaged,Grade6ELAAllStudentsTested,Grade6ELA4sAllStudents,Grade6ELA4sAmericanIndianorAlaskaNative,Grade6ELA4sBlackorAfricanAmerican,Grade6ELA4sHispanicorLatino,Grade6ELA4sAsianorPacificIslander,Grade6ELA4sWhite,Grade6ELA4sMultiracial,Grade6ELA4sLimitedEnglishProficient,Grade6ELA4sEconomicallyDisadvantaged,Grade6MathAllStudentsTested,Grade6Math4sAllStudents,Grade6Math4sAmericanIndianorAlaskaNative,Grade6Math4sBlackorAfricanAmerican,Grade6Math4sHispanicorLatino,Grade6Math4sAsianorPacificIslander,Grade6Math4sWhite,Grade6Math4sMultiracial,Grade6Math4sLimitedEnglishProficient,Grade6Math4sEconomicallyDisadvantaged,Grade7ELAAllStudentsTested,Grade7ELA4sAllStudents,Grade7ELA4sAmericanIndianorAlaskaNative,Grade7ELA4sBlackorAfricanAmerican,Grade7ELA4sHispanicorLatino,Grade7ELA4sAsianorPacificIslander,Grade7ELA4sWhite,Grade7ELA4sMultiracial,Grade7ELA4sLimitedEnglishProficient,Grade7ELA4sEconomicallyDisadvantaged,Grade7MathAllStudentsTested,Grade7Math4sAllStudents,Grade7Math4sAmericanIndianorAlaskaNative,Grade7Math4sBlackorAfricanAmerican,Grade7Math4sHispanicorLatino,Grade7Math4sAsianorPacificIslander,Grade7Math4sWhite,Grade7Math4sMultiracial,Grade7Math4sLimitedEnglishProficient,Grade7Math4sEconomicallyDisadvantaged,Grade8ELAAllStudentsTested,Grade8ELA4sAllStudents,Grade8ELA4sAmericanIndianorAlaskaNative,Grade8ELA4sBlackorAfricanAmerican,Grade8ELA4sHispanicorLatino,Grade8ELA4sAsianorPacificIslander,Grade8ELA4sWhite,Grade8ELA4sMultiracial,Grade8ELA4sLimitedEnglishProficient,Grade8ELA4sEconomicallyDisadvantaged,Grade8MathAllStudentsTested,Grade8Math4sAllStudents,Grade8Math4sAmericanIndianorAlaskaNative,Grade8Math4sBlackorAfricanAmerican,Grade8Math4sHispanicorLatino,Grade8Math4sAsianorPacificIslander,Grade8Math4sWhite,Grade8Math4sMultiracial,Grade8Math4sLimitedEnglishProficient,Grade8Math4sEconomicallyDisadvantaged
P.S. 770 NEW AMERICAN ACADEMY,40.663966,-73.927858,BROOKLYN,No,0.654,427.9429,0.02,0.01,0.65,0.08,0.73,0.16,0.93,0.23,0.83,0.91,0.84,0.92,0.92,0.98,2.26,23,0,0,0,0,0,0,0,0,0,21,3,0,2,0,0,0,0,0,1,39,5,0,2,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 66,40.648646,-73.906851,BROOKLYN,No,0.526,569.3968,0.02,0.01,0.88,0.07,0.95,0.03,0.95,0.12,0.81,0.78,0.84,0.77,0.84,0.87,2.5,80,3,0,3,0,0,0,0,0,1,79,8,0,7,0,0,0,0,0,6,82,7,0,7,0,0,0,0,0,6,81,14,0,14,0,0,0,0,0,10,83,3,0,2,0,0,0,0,0,2,83,3,0,3,0,0,0,0,0,3,104,5,0,4,0,0,0,0,0,2,103,8,0,6,0,0,0,0,0,3,96,12,0,12,0,0,0,0,0,6,96,3,0,3,0,0,0,0,0,1,103,5,0,5,0,0,0,0,0,5,99,8,0,5,0,0,0,0,0,7
P.S. 114 RYDER ELEMENTARY,40.642544,-73.90803,BROOKLYN,No,0.702,571.302,0.12,0.02,0.81,0.1,0.91,0.06,0.92,0.28,0.93,0.88,0.93,0.91,0.9,0.92,2.28,96,1,0,1,0,0,0,0,0,0,99,3,0,3,0,0,0,0,0,1,77,1,0,1,0,0,0,0,0,1,80,5,0,3,0,0,0,0,1,4,94,12,0,10,1,0,0,0,0,6,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 115 DANIEL MUCATEL SCHOOL,40.634851,-73.897895,BROOKLYN,No,0.55,597.6844,0.03,0.03,0.85,0.08,0.92,0.03,0.94,0.18,0.93,0.93,0.92,0.89,0.86,0.94,2.49,168,13,0,7,2,3,0,0,0,4,170,37,0,30,1,3,0,0,1,12,172,26,0,20,4,0,0,0,0,9,173,13,0,11,0,0,0,0,0,2,166,10,0,7,2,0,0,0,0,3,166,10,0,8,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 135 SHELDON A. BROOKNER,40.653258,-73.932975,BROOKLYN,No,0.68,418.844,0.04,0.01,0.88,0.07,0.95,0.02,0.95,0.18,0.82,0.83,0.89,0.71,0.83,0.87,2.51,115,3,0,3,0,0,0,0,0,3,116,12,0,11,1,0,0,0,0,10,112,9,0,9,0,0,0,0,0,9,110,9,0,9,0,0,0,0,0,9,110,8,0,8,0,0,0,0,0,4,110,7,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 208 ELSA EBELING,40.642701,-73.9309,BROOKLYN,No,0.557,579.7965,0.02,0.01,0.93,0.03,0.97,0.02,0.94,0.21,0.94,0.92,0.94,0.83,0.85,0.92,2.53,75,0,0,0,0,0,0,0,0,0,75,8,0,8,0,0,0,0,0,7,68,3,0,3,0,0,0,0,0,2,67,6,0,5,0,0,0,0,0,3,64,8,0,0,0,0,0,0,0,4,64,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 219 KENNEDY-KING,40.658996,-73.922485,BROOKLYN,No,0.771,380.7771,0.06,0.01,0.85,0.12,0.97,0.01,0.91,0.35,0.86,0.84,0.89,0.73,0.78,0.88,2.38,86,3,0,3,0,0,0,0,0,2,84,15,0,13,0,0,0,0,0,9,69,7,0,6,1,0,0,0,0,5,70,8,0,6,2,0,0,0,0,5,75,1,0,1,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 233 LANGSTON HUGHES,40.651408,-73.914021,BROOKLYN,No,0.631,481.7562,0.03,0.01,0.93,0.05,0.98,0.01,0.93,0.25,0.89,0.92,0.89,0.84,0.82,0.95,2.43,63,3,0,3,0,0,0,0,0,3,60,8,0,6,0,0,0,0,0,7,78,6,0,0,0,0,0,0,0,5,79,1,0,0,0,0,0,0,0,1,72,2,0,0,0,0,0,0,0,1,72,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 235 JANICE MARIE KNIGHT SCHOOL,40.654737,-73.940641,BROOKLYN,No,0.52,483.6164,0.01,0.02,0.93,0.02,0.95,0.02,0.95,0.11,0.92,0.94,0.86,0.9,0.83,0.93,3.05,147,12,0,12,0,0,0,0,0,7,147,32,0,31,0,0,0,0,0,23,129,28,0,25,0,0,0,0,0,22,130,13,0,11,0,0,0,0,0,12,163,16,0,16,0,0,0,0,0,11,164,17,0,15,0,0,0,0,0,11,99,60,0,56,0,0,0,0,0,31,99,68,0,62,0,0,0,0,0,38,112,38,0,0,0,0,0,0,0,28,112,37,0,0,0,0,0,0,0,31,82,49,0,0,0,0,0,0,0,26,49,22,0,0,0,0,0,0,0,9
P.S. 244 RICHARD R. GREEN,40.647918,-73.925602,BROOKLYN,No,0.655,483.9198,0.02,0,0.96,0.02,0.98,0.01,0.92,0.27,0.94,0.88,0.91,0.71,0.82,0.84,2.33,94,16,0,0,0,0,0,0,0,8,94,24,0,0,0,0,0,0,0,13,102,18,0,0,0,0,0,0,0,11,102,11,0,0,0,0,0,0,0,7,100,5,0,0,0,0,0,0,0,4,101,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 268 EMMA LAZARUS,40.657324,-73.927558,BROOKLYN,No,0.69,444.2728,0.05,0,0.94,0.04,0.98,0.02,0.93,0.21,0.98,0.93,0.91,0.91,0.84,0.98,2.26,54,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,77,4,0,4,0,0,0,0,0,4,76,3,0,3,0,0,0,0,0,3,66,5,0,0,0,0,0,0,0,4,68,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 272 CURTIS ESTABROOK,40.626334,-73.900586,BROOKLYN,Yes,0.796,389.5084,0.03,0.03,0.76,0.15,0.91,0.03,0.9,0.42,0.84,0.8,0.87,0.72,0.81,0.83,2.16,74,1,0,1,0,0,0,0,0,0,73,2,0,2,0,0,0,0,0,1,54,1,0,1,0,0,0,0,0,1,53,2,0,2,0,0,0,0,0,2,60,4,0,3,0,0,0,0,0,4,61,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 276 LOUIS MARSHALL,40.633955,-73.908254,BROOKLYN,No,0.596,659.6403,0.08,0.01,0.91,0.05,0.96,0.01,0.93,0.22,0.85,0.8,0.88,0.72,0.84,0.86,2.27,103,3,0,2,0,0,0,0,0,0,107,9,0,9,0,0,0,0,0,6,98,14,0,12,1,0,0,0,0,12,101,8,1,7,0,0,0,0,0,7,93,5,0,3,0,0,0,0,0,4,96,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 279 HERMAN SCHREIBER,40.644044,-73.892737,BROOKLYN,No,0.572,628.1021,0.02,0,0.93,0.04,0.97,0.01,0.94,0.18,0.88,0.85,0.87,0.79,0.89,0.91,2.46,66,2,0,2,0,0,0,0,0,2,68,3,0,3,0,0,0,0,0,3,69,11,0,11,0,0,0,0,0,9,68,8,0,8,0,0,0,0,0,6,71,9,0,7,0,0,0,0,0,6,71,7,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 007 ABRAHAM LINCOLN,40.689594,-73.872989,BROOKLYN,No,0.783,428.6384,0.19,0.07,0.09,0.8,0.9,0.02,0.92,0.29,0.86,0.77,0.86,0.64,0.82,0.83,2.34,125,5,0,0,2,2,0,0,0,3,131,8,0,0,3,4,0,0,0,7,165,17,0,2,12,3,0,0,0,14,170,17,0,2,10,5,0,0,0,14,143,3,0,0,2,1,0,0,0,2,149,8,0,1,6,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 013 ROBERTO CLEMENTE,40.663784,-73.893259,BROOKLYN,No,0.892,359.0898,0.12,0.01,0.67,0.28,0.95,0.03,0.91,0.34,0.91,0.79,0.77,0.66,0.85,0.79,2.29,80,0,0,0,0,0,0,0,0,0,81,2,0,2,0,0,0,0,0,2,68,1,0,0,0,0,0,0,0,0,72,5,0,4,1,0,0,0,0,0,61,3,0,1,0,0,0,0,0,0,63,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 065,40.686902,-73.878276,BROOKLYN,No,0.817,400.2843,0.27,0.02,0.11,0.82,0.92,0,0.94,0.19,0.97,0.93,0.98,0.88,0.87,0.96,2.54,96,7,0,0,4,1,0,0,0,3,99,31,0,0,23,4,0,0,2,19,114,16,0,1,13,0,0,0,0,11,116,35,0,5,25,0,0,0,1,24,115,7,0,1,6,0,0,0,0,5,116,12,0,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 089 CYPRESS HILLS,40.677777,-73.886699,BROOKLYN,No,0.824,386.6798,0.41,0.01,0.03,0.95,0.98,0,0.95,0.1,0.83,0.85,0.91,0.72,0.85,0.9,2.2,43,1,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,55,3,0,0,3,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0
P.S. 108 SAL ABBRACCIAMENTO,40.681272,-73.884346,BROOKLYN,No,0.838,419.9207,0.12,0.06,0.12,0.79,0.91,0.02,0.92,0.3,0.96,0.92,0.96,0.88,0.85,0.94,2.69,130,6,0,0,5,0,0,0,0,3,131,14,0,1,10,0,0,0,0,9,151,19,0,2,12,3,0,0,1,14,158,22,0,2,15,4,0,0,0,17,126,20,0,1,16,0,0,0,0,10,130,24,0,2,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 149 DANNY KAYE,40.669352,-73.89276,BROOKLYN,No,0.874,310.7524,0.08,0.03,0.63,0.32,0.96,0.01,0.9,0.4,0.96,0.73,0.84,0.61,0.77,0.77,2.15,93,2,0,1,0,0,0,0,0,1,94,5,0,3,0,0,0,0,1,4,113,1,0,0,0,1,0,0,0,0,116,6,0,3,1,2,0,0,0,0,96,1,0,0,0,0,0,0,0,0,99,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 158 WARWICK,40.672588,-73.885197,BROOKLYN,Yes,0.877,348.1504,0.07,0.01,0.55,0.41,0.96,0,0.9,0.39,0.93,0.94,0.92,0.89,0.89,0.96,2.24,105,1,0,1,0,0,0,0,0,1,106,4,0,3,0,0,0,0,0,3,85,10,0,5,5,0,0,0,0,9,85,8,0,2,6,0,0,0,0,7,88,3,0,3,0,0,0,0,0,3,90,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 159 ISAAC PITKIN,40.676117,-73.869676,BROOKLYN,No,0.837,334.7214,0.18,0.32,0.39,0.26,0.65,0.01,0.91,0.3,1,0.99,0.99,0.94,0.8,0.96,2.38,158,10,0,2,0,7,0,0,0,6,162,22,0,5,3,13,0,0,0,14,130,14,0,1,2,10,0,0,3,13,137,22,0,2,5,15,0,0,2,14,122,13,0,2,0,11,0,0,0,13,130,11,0,1,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 202 ERNEST S. JENKYNS,40.666256,-73.876405,BROOKLYN,No,0.867,300.7123,0.1,0.01,0.61,0.35,0.96,0.02,0.89,0.48,0.86,0.71,0.78,0.61,0.77,0.76,2.18,82,1,0,1,0,0,0,0,0,0,86,3,0,2,0,0,0,0,0,0,60,2,0,2,0,0,0,0,0,0,61,1,0,1,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 213 NEW LOTS,40.660048,-73.890219,BROOKLYN,No,0.833,336.2106,0.08,0.01,0.76,0.21,0.96,0.03,0.9,0.41,0.88,0.72,0.85,0.59,0.79,0.75,2.11,50,1,0,1,0,0,0,0,0,0,51,2,0,2,0,0,0,0,0,0,55,1,0,1,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,56,1,0,1,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 214 MICHAEL FRIEDSAM,40.676324,-73.863062,BROOKLYN,No,0.838,397.3981,0.14,0.51,0.13,0.33,0.46,0.02,0.93,0.22,0.96,0.91,0.94,0.79,0.85,0.94,2.36,144,5,0,0,2,3,0,0,0,2,147,10,0,0,3,7,0,0,1,4,116,3,0,0,0,3,0,0,0,0,117,11,0,1,3,7,0,0,0,3,134,13,0,0,0,13,0,0,0,6,136,14,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 224 HALE A. WOODRUFF,40.664057,-73.866271,BROOKLYN,No,0.879,283.8784,0.06,0.02,0.65,0.3,0.95,0.02,0.91,0.32,0.86,0.92,0.85,0.81,0.83,0.91,2.21,68,1,0,1,0,0,0,0,0,0,71,3,0,2,0,0,0,0,0,3,66,2,0,1,0,0,0,0,0,2,66,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,86,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 273 WORTMAN,40.657867,-73.879289,BROOKLYN,No,0.813,337.8612,0.02,0.01,0.75,0.23,0.97,0.01,0.91,0.36,0.96,0.94,0.92,0.85,0.88,0.94,2.36,62,1,0,0,1,0,0,0,0,1,62,2,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,64,4,0,4,0,0,0,0,0,0,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 290 JUAN MOREL CAMPOS,40.677932,-73.889763,BROOKLYN,No,0.807,361.4675,0.17,0.04,0.24,0.7,0.94,0.01,0.92,0.28,0.87,0.84,0.89,0.76,0.84,0.89,2.55,89,8,0,2,6,0,0,0,0,0,90,14,0,3,10,1,0,0,1,0,82,11,0,1,8,0,0,0,1,9,84,15,0,4,8,0,0,0,2,14,80,3,0,1,2,0,0,0,0,2,82,5,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 306 ETHAN ALLEN,40.655261,-73.886334,BROOKLYN,Yes,0.875,304.9171,0.03,0.01,0.74,0.23,0.98,0.01,0.86,0.57,0.85,0.68,0.78,0.5,0.81,0.75,2.12,59,1,0,1,0,0,0,0,0,0,61,1,0,1,0,0,0,0,0,1,64,4,0,2,0,0,0,0,0,3,66,5,0,3,0,0,0,0,0,4,64,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,49,4,0,2,2,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,0,0,0,0,52,3,0,1,2,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0
THE FRESH CREEK SCHOOL,40.65401,-73.894627,BROOKLYN,No,0.845,288.4937,0.03,0.01,0.74,0.23,0.97,0.01,0.92,0.36,0.83,0.83,0.92,0.78,0.82,0.84,2.04,40,1,0,1,0,0,0,0,0,0,40,1,0,1,0,0,0,0,0,0,29,2,0,2,0,0,0,0,0,0,28,3,0,3,0,0,0,0,0,0,37,1,0,1,0,0,0,0,0,0,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 328 PHYLLIS WHEATLEY,40.667817,-73.898173,BROOKLYN,Yes,0.931,206.1317,0.17,0.02,0.57,0.37,0.94,0.03,0.88,0.51,0.85,0.91,0.92,0.84,0.84,0.92,2.11,36,1,0,0,0,0,0,0,0,1,34,4,0,3,0,0,0,0,0,4,33,3,0,3,0,0,0,0,0,0,35,2,0,2,0,0,0,0,0,0,44,1,0,1,0,0,0,0,0,0,45,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 345 PATROLMAN ROBERT BOLDEN,40.676188,-73.879886,BROOKLYN,No,0.849,341.5172,0.16,0.07,0.38,0.51,0.89,0.02,0.91,0.33,0.9,0.78,0.86,0.68,0.83,0.82,2.28,101,3,0,2,0,1,0,0,0,3,101,2,0,1,1,0,0,0,0,2,95,3,0,0,3,0,0,0,0,2,98,7,0,2,4,0,0,0,0,5,94,8,0,3,3,2,0,0,0,5,97,9,0,1,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 346 ABE STARK,40.646745,-73.881849,BROOKLYN,No,0.676,309.7301,0.01,0.06,0.61,0.24,0.85,0.06,0.93,0.23,0.92,0.93,0.93,0.85,0.85,0.93,2.45,85,1,0,0,0,0,0,0,0,1,84,3,0,1,1,0,0,0,0,3,108,5,0,3,2,0,0,0,0,5,108,4,0,3,0,0,1,0,0,4,102,4,0,2,2,0,0,0,0,3,100,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
